enrollment_id,employee_id,course_id,enrolled_date,completed_date,progress,ratings,category
10810,37,24,2023-06-07,2023-11-02,61,4.9,Positive
10811,47,18,2022-11-06,2023-04-08,26,1.5,Negative
10812,118,1,2024-09-26,2025-01-31,1,1.6,Positive
10813,425,18,2023-09-25,2023-11-27,40,3.7,Negative
10814,292,2,2024-09-26,2024-11-15,26,2.5,Neutral
10815,149,22,2024-03-13,2024-06-11,83,2.1,Negative
10816,411,22,2023-02-14,2023-05-08,28,1.6,Negative
10817,78,12,2023-03-24,2023-05-08,3,2.3,Neutral
10818,335,21,2023-10-02,2023-12-03,38,2.4,Positive
10819,218,4,2022-12-02,2023-02-12,71,4.6,Positive
10820,102,16,2023-01-02,2023-06-22,40,2.0,Negative
10821,138,19,2024-06-14,2024-09-14,51,4.6,Positive
10822,377,23,2023-08-31,2023-10-15,40,1.1,Negative
10823,163,23,2024-01-02,2024-03-12,9,4.8,Positive
10824,366,15,2024-04-03,2024-08-27,42,2.9,Positive
10825,429,14,2022-11-05,2022-12-30,76,3.8,Positive
10826,142,19,2024-03-22,2024-06-19,14,3.2,Negative
10827,342,19,2023-08-11,2023-12-29,23,2.1,Negative
10828,483,12,2024-05-23,2024-09-10,88,4.4,Positive
10829,495,20,2024-07-08,2024-09-12,62,3.8,Negative
10830,495,17,2024-09-04,2025-02-26,23,1.4,Neutral
10831,269,13,2024-08-02,2024-09-23,12,3.6,Negative
10832,340,24,2024-02-09,2024-03-25,98,2.9,Neutral
10833,99,23,2023-05-19,2023-10-30,63,1.5,Neutral
10834,427,7,2024-02-01,2024-07-02,51,3.1,Negative
10835,400,10,2023-08-13,2023-09-20,35,3.1,Negative
10836,335,21,2024-07-05,2024-12-08,94,4.5,Positive
10837,77,10,2023-10-08,2023-12-04,33,3.5,Neutral
10838,127,20,2023-10-27,2024-01-31,24,3.6,Positive
10839,444,23,2023-03-08,2023-07-29,0,3.0,Negative
10840,259,21,2024-06-12,2024-10-08,38,2.5,Positive
10841,325,6,2023-03-13,2023-05-22,19,2.0,Positive
10842,96,20,2023-07-26,2023-10-26,55,4.2,Positive
10843,223,2,2023-01-11,2023-03-01,95,3.0,Positive
10844,1,21,2023-02-01,2023-04-19,5,2.4,Neutral
10845,34,9,2022-12-21,2023-05-21,13,1.1,Neutral
10846,492,13,2024-01-16,2024-06-10,12,3.4,Neutral
10847,60,19,2023-10-29,2024-03-02,66,1.6,Negative
10848,467,20,2024-04-26,2024-08-26,9,1.4,Neutral
10849,440,19,2023-04-12,2023-06-25,31,2.6,Positive
10850,263,14,2023-03-22,2023-04-24,94,3.7,Neutral
10851,123,22,2023-12-28,2024-02-17,68,3.5,Positive
10852,459,10,2023-06-02,2023-07-18,94,3.7,Positive
10853,426,18,2024-04-03,2024-05-26,4,2.4,Positive
10854,256,15,2024-04-04,2024-06-17,65,1.5,Positive
10855,158,14,2023-12-28,2024-03-18,78,1.7,Neutral
10856,32,3,2024-02-02,2024-07-24,10,4.6,Positive
10857,405,6,2023-02-21,2023-06-22,46,1.9,Neutral
10858,210,19,2024-10-01,2025-02-20,78,2.6,Negative
10859,320,3,2023-10-31,2024-02-18,59,1.8,Positive
10860,449,8,2024-06-23,2024-12-09,73,1.8,Negative
10861,379,10,2022-12-20,2023-05-24,8,4.8,Positive
10862,195,23,2024-09-14,2025-03-06,44,3.7,Negative
10863,100,10,2022-12-20,2023-05-23,13,4.0,Positive
10864,492,15,2022-11-13,2023-04-06,59,2.9,Neutral
10865,281,13,2024-04-21,2024-05-30,95,4.9,Positive
10866,306,7,2023-01-23,2023-07-07,65,1.3,Neutral
10867,493,17,2023-02-22,2023-04-05,71,2.1,Neutral
10868,421,13,2023-09-25,2023-11-25,22,3.2,Negative
10869,488,7,2022-11-06,2023-02-10,53,3.0,Neutral
10870,118,12,2023-06-21,2023-09-12,77,2.8,Negative
10871,455,19,2023-12-11,2024-01-14,94,3.6,Negative
10872,304,9,2023-01-20,2023-06-24,90,1.3,Positive
10873,117,7,2023-02-19,2023-04-23,90,3.7,Positive
10874,385,18,2024-03-20,2024-08-14,44,2.1,Negative
10875,391,19,2024-05-25,2024-07-07,82,5.0,Positive
10876,259,21,2024-04-05,2024-06-23,81,4.1,Positive
10877,86,21,2022-10-17,2023-02-11,16,4.4,Positive
10878,440,1,2023-04-17,2023-06-25,62,2.7,Negative
10879,396,3,2023-10-25,2023-12-24,6,2.9,Positive
10880,492,16,2022-11-08,2023-04-22,67,2.1,Negative
10881,495,24,2023-06-05,2023-11-01,46,2.1,Positive
10882,213,9,2024-09-02,2025-01-26,46,1.1,Neutral
10883,72,1,2023-10-17,2024-02-04,5,2.7,Neutral
10884,259,1,2023-05-16,2023-07-04,35,2.7,Neutral
10885,72,12,2024-09-06,2025-02-02,24,3.3,Neutral
10886,366,14,2023-03-23,2023-09-02,11,4.1,Positive
10887,102,9,2023-05-11,2023-10-03,16,2.1,Neutral
10888,126,22,2024-10-05,2025-03-16,66,5.0,Positive
10889,354,2,2023-08-06,2023-11-15,68,1.0,Neutral
10890,154,16,2023-11-27,2024-01-28,55,4.5,Positive
10891,229,22,2024-09-30,2024-12-02,33,1.6,Positive
10892,62,20,2023-01-21,2023-07-04,77,3.2,Positive
10893,105,4,2023-07-29,2023-10-05,22,3.9,Positive
10894,263,23,2023-01-20,2023-07-09,2,4.1,Positive
10895,164,9,2024-06-25,2024-08-07,90,2.4,Neutral
10896,467,5,2023-04-11,2023-07-14,31,4.8,Positive
10897,316,8,2024-02-06,2024-07-04,99,1.1,Neutral
10898,163,21,2023-02-16,2023-08-07,29,5.0,Positive
10899,142,13,2022-10-29,2023-03-30,58,4.7,Positive
10900,336,8,2024-02-21,2024-05-21,37,3.4,Positive
10901,94,10,2024-01-03,2024-05-03,52,3.9,Negative
10902,125,10,2023-05-07,2023-09-12,83,4.3,Positive
10903,44,1,2024-01-21,2024-06-01,52,3.3,Positive
10904,255,15,2022-10-25,2023-04-20,39,2.2,Positive
10905,73,23,2024-08-15,2024-10-28,70,1.6,Neutral
10906,395,24,2023-02-21,2023-03-23,2,1.4,Positive
10907,162,20,2024-08-27,2024-10-09,47,3.9,Negative
10908,188,23,2023-07-07,2023-11-18,4,4.1,Positive
10909,386,17,2023-01-08,2023-04-26,77,3.8,Positive
10910,376,17,2023-03-26,2023-05-06,86,4.7,Positive
10911,100,21,2022-12-12,2023-02-09,75,3.6,Negative
10912,153,19,2023-01-17,2023-06-06,59,2.3,Positive
10913,195,23,2023-04-07,2023-07-08,34,2.4,Positive
10914,96,8,2022-10-31,2023-04-03,23,1.7,Negative
10915,102,23,2023-02-10,2023-08-02,80,2.6,Negative
10916,100,18,2024-05-14,2024-10-06,54,1.9,Neutral
10917,61,4,2022-11-03,2023-04-02,47,1.8,Positive
10918,438,16,2024-09-24,2024-11-16,94,3.7,Positive
10919,265,18,2024-03-21,2024-06-16,19,3.1,Positive
10920,158,4,2023-11-14,2023-12-22,70,1.5,Neutral
10921,54,9,2024-03-15,2024-08-03,4,2.3,Negative
10922,100,21,2022-12-15,2023-04-21,4,1.9,Positive
10923,366,16,2023-02-28,2023-07-13,88,4.0,Positive
10924,459,22,2024-07-25,2024-11-25,52,4.9,Positive
10925,259,9,2023-04-07,2023-05-19,37,3.2,Negative
10926,5,19,2024-06-08,2024-07-10,14,4.0,Positive
10927,425,24,2024-08-12,2024-12-26,99,3.0,Neutral
10928,284,6,2024-04-22,2024-10-10,85,3.2,Negative
10929,94,13,2022-11-07,2023-03-10,52,1.8,Negative
10930,499,20,2024-04-02,2024-06-14,97,2.1,Negative
10931,154,16,2023-07-15,2023-12-13,68,1.3,Negative
10932,492,20,2024-01-09,2024-06-14,73,1.3,Negative
10933,178,18,2023-11-09,2024-01-25,22,3.8,Positive
10934,229,12,2022-12-09,2023-05-07,56,1.3,Negative
10935,335,6,2023-04-14,2023-09-27,27,4.1,Positive
10936,5,7,2023-02-22,2023-07-15,26,1.9,Neutral
10937,60,13,2024-05-08,2024-06-16,21,2.0,Neutral
10938,104,18,2023-09-24,2024-02-18,66,4.4,Positive
10939,87,20,2024-05-24,2024-11-03,66,4.8,Positive
10940,239,8,2023-08-16,2024-02-09,100,4.0,Positive
10941,287,14,2022-11-06,2022-12-20,19,2.1,Positive
10942,452,18,2024-04-10,2024-09-05,0,3.4,Negative
10943,376,18,2023-10-18,2024-03-12,75,2.0,Neutral
10944,250,9,2023-10-23,2023-12-05,47,1.4,Neutral
10945,187,5,2023-10-16,2023-11-29,32,3.8,Positive
10946,188,8,2024-06-23,2024-10-10,25,3.3,Negative
10947,165,7,2024-02-12,2024-03-20,72,4.2,Positive
10948,287,9,2024-03-28,2024-07-06,53,3.5,Negative
10949,393,21,2023-02-01,2023-03-24,6,3.6,Positive
10950,331,9,2022-12-07,2023-04-16,83,2.3,Positive
10951,452,21,2024-01-12,2024-03-14,65,2.8,Positive
10952,56,11,2023-08-26,2023-10-01,39,3.9,Positive
10953,415,15,2023-04-21,2023-06-05,8,2.7,Positive
10954,181,18,2022-10-23,2023-03-22,35,4.3,Positive
10955,144,16,2024-05-20,2024-11-02,32,4.8,Positive
10956,469,4,2023-07-01,2023-12-18,64,4.7,Positive
10957,37,4,2023-08-27,2023-11-10,98,1.8,Positive
10958,302,2,2023-10-23,2024-01-18,94,4.7,Positive
10959,326,3,2023-10-04,2023-12-09,14,4.1,Positive
10960,165,19,2023-04-05,2023-06-18,25,3.8,Negative
10961,443,22,2023-01-21,2023-03-25,74,3.5,Negative
10962,104,19,2024-07-09,2024-09-30,90,3.0,Neutral
10963,284,19,2022-12-02,2023-02-13,10,1.8,Negative
10964,336,15,2023-03-30,2023-07-11,20,3.3,Negative
10965,415,6,2023-01-05,2023-04-23,83,4.3,Positive
10966,117,17,2024-03-26,2024-05-13,89,3.4,Negative
10967,210,7,2023-05-27,2023-09-25,43,1.2,Positive
10968,321,8,2024-04-21,2024-09-17,15,1.3,Negative
10969,312,9,2022-12-04,2023-02-07,74,1.8,Negative
10970,425,21,2024-07-06,2024-09-15,14,2.9,Neutral
10971,483,24,2024-01-09,2024-05-06,54,3.3,Neutral
10972,480,21,2023-08-24,2023-10-01,84,4.4,Positive
10973,320,23,2023-03-26,2023-08-14,2,2.2,Negative
10974,382,7,2023-06-14,2023-09-30,12,4.1,Positive
10975,75,5,2023-05-30,2023-11-23,38,2.9,Negative
10976,40,17,2024-02-04,2024-03-16,0,2.6,Positive
10977,8,17,2022-12-21,2023-05-23,7,2.1,Negative
10978,78,2,2024-02-08,2024-05-03,62,4.2,Positive
10979,325,6,2024-05-30,2024-08-07,89,3.8,Positive
10980,123,4,2024-08-28,2024-11-30,13,4.6,Positive
10981,367,12,2023-09-22,2024-03-07,84,3.8,Positive
10982,32,16,2024-09-13,2024-11-08,31,1.9,Neutral
10983,146,5,2023-10-20,2023-11-28,69,1.2,Positive
10984,49,18,2022-10-17,2023-01-30,7,1.1,Neutral
10985,135,14,2023-09-10,2024-02-05,26,4.9,Positive
10986,99,17,2024-09-18,2025-02-22,76,3.9,Neutral
10987,100,9,2023-08-04,2023-12-16,80,3.7,Neutral
10988,144,5,2024-01-28,2024-06-12,14,4.6,Positive
10989,265,9,2022-10-12,2023-01-18,56,2.3,Negative
10990,27,14,2023-11-25,2024-02-03,7,3.3,Negative
10991,440,10,2023-10-26,2024-01-23,99,4.0,Positive
10992,493,21,2022-12-15,2023-02-19,89,3.6,Positive
10993,433,12,2024-07-06,2024-08-27,77,3.0,Positive
10994,388,12,2023-03-26,2023-08-18,70,1.7,Neutral
10995,440,4,2023-01-04,2023-06-01,86,3.7,Positive
10996,5,13,2022-12-06,2023-05-10,46,4.3,Positive
10997,38,5,2023-10-23,2023-12-15,5,4.6,Positive
10998,96,11,2024-01-08,2024-02-29,62,1.6,Negative
10999,178,19,2023-06-18,2023-09-22,37,4.7,Positive
11000,256,1,2022-10-13,2023-04-07,72,4.2,Positive
11001,146,22,2024-07-24,2024-12-31,84,4.0,Positive
11002,469,21,2024-09-05,2024-10-22,24,4.5,Positive
11003,334,9,2024-03-08,2024-06-25,96,3.2,Neutral
11004,497,1,2023-12-22,2024-03-01,54,1.1,Negative
11005,277,14,2024-09-11,2024-12-17,34,1.3,Positive
11006,102,4,2023-08-11,2023-09-24,98,2.8,Negative
11007,378,18,2022-12-03,2023-03-05,17,2.7,Negative
11008,104,1,2023-08-10,2024-01-24,95,3.8,Neutral
11009,100,16,2024-06-30,2024-10-23,64,1.3,Neutral
11010,326,13,2023-11-23,2024-01-12,5,3.7,Neutral
11011,383,4,2022-10-24,2022-11-23,73,2.6,Negative
11012,204,16,2023-12-07,2024-02-15,100,2.7,Neutral
11013,188,9,2023-07-10,2023-09-03,51,4.9,Positive
11014,485,4,2023-08-09,2024-01-25,8,2.6,Positive
11015,489,8,2022-10-23,2023-02-10,68,2.0,Negative
11016,104,22,2023-03-09,2023-07-14,3,1.8,Positive
11017,23,23,2023-05-02,2023-07-08,81,2.1,Negative
11018,373,10,2022-11-10,2023-04-26,69,3.1,Negative
11019,67,9,2023-11-07,2023-12-20,33,4.9,Positive
11020,493,18,2022-10-28,2023-02-07,25,1.7,Neutral
11021,467,24,2024-05-30,2024-08-16,64,1.6,Neutral
11022,152,17,2024-01-04,2024-05-06,64,3.0,Positive
11023,495,7,2023-09-10,2024-01-13,11,2.1,Neutral
11024,368,1,2023-01-24,2023-07-12,26,3.1,Positive
11025,154,16,2024-01-11,2024-05-24,4,1.2,Neutral
11026,165,12,2022-11-21,2023-03-12,70,3.8,Positive
11027,1,11,2024-05-28,2024-08-03,34,1.1,Negative
11028,336,17,2024-03-19,2024-08-27,70,1.6,Neutral
11029,370,20,2023-11-08,2024-04-25,78,2.5,Negative
11030,21,12,2024-06-04,2024-07-27,78,3.8,Negative
11031,239,23,2024-01-20,2024-03-28,85,1.1,Positive
11032,498,20,2023-09-14,2024-01-28,68,1.2,Negative
11033,255,16,2024-08-27,2025-01-27,1,4.1,Positive
11034,73,13,2023-04-25,2023-07-01,100,2.9,Negative
11035,425,13,2024-07-15,2024-12-17,64,1.8,Positive
11036,432,12,2023-10-28,2024-03-04,99,3.3,Negative
11037,32,13,2024-02-23,2024-06-16,16,4.7,Positive
11038,339,1,2024-01-26,2024-04-28,40,4.7,Positive
11039,303,24,2024-02-25,2024-07-31,54,4.9,Positive
11040,182,1,2023-07-08,2023-08-08,27,2.4,Neutral
11041,379,3,2024-10-02,2025-01-19,46,2.1,Positive
11042,267,2,2024-03-09,2024-05-13,68,1.7,Positive
11043,185,1,2024-04-20,2024-07-04,3,1.7,Neutral
11044,270,19,2023-05-01,2023-07-18,95,2.5,Neutral
11045,195,9,2024-09-11,2024-10-16,26,3.1,Neutral
11046,469,3,2022-12-26,2023-04-14,33,5.0,Positive
11047,409,6,2023-03-11,2023-04-13,93,3.2,Positive
11048,104,19,2024-10-02,2025-01-10,20,3.2,Negative
11049,32,9,2023-09-19,2023-10-29,49,1.0,Negative
11050,177,13,2023-06-13,2023-09-09,9,2.6,Positive
11051,410,16,2023-03-24,2023-04-30,63,4.2,Positive
11052,100,4,2023-01-03,2023-03-09,87,3.5,Positive
11053,204,19,2023-01-24,2023-06-19,60,4.5,Positive
11054,312,4,2023-09-02,2023-11-26,54,1.9,Negative
11055,283,4,2023-06-05,2023-10-11,32,3.6,Negative
11056,66,15,2024-05-05,2024-10-17,15,2.1,Negative
11057,304,16,2024-02-26,2024-04-02,97,3.3,Negative
11058,336,3,2024-09-08,2025-01-15,76,3.0,Negative
11059,495,21,2023-04-14,2023-06-08,71,3.3,Negative
11060,107,16,2023-03-22,2023-06-29,66,3.2,Negative
11061,96,18,2023-03-21,2023-06-18,84,3.1,Neutral
11062,248,20,2022-11-23,2023-05-16,37,1.9,Negative
11063,153,24,2022-11-14,2023-05-08,85,4.4,Positive
11064,43,12,2024-08-22,2025-01-02,72,1.6,Neutral
11065,274,2,2023-12-07,2024-05-05,76,4.9,Positive
11066,400,3,2023-03-29,2023-07-17,78,2.3,Positive
11067,28,23,2023-06-04,2023-10-09,10,4.3,Positive
11068,130,18,2024-09-28,2024-12-11,15,4.6,Positive
11069,479,12,2023-03-11,2023-06-21,69,3.6,Negative
11070,297,21,2023-07-26,2024-01-17,85,4.4,Positive
11071,20,13,2024-02-25,2024-07-16,42,4.6,Positive
11072,381,1,2024-05-08,2024-06-12,28,2.8,Neutral
11073,331,17,2023-02-14,2023-04-20,59,2.3,Negative
11074,78,13,2022-11-26,2023-03-26,85,2.4,Neutral
11075,38,6,2024-04-29,2024-10-23,70,2.1,Negative
11076,320,17,2024-03-11,2024-08-19,56,2.3,Positive
11077,41,16,2024-06-18,2024-10-15,49,3.9,Positive
11078,383,23,2023-05-14,2023-09-03,79,4.3,Positive
11079,425,18,2023-01-09,2023-05-05,46,1.4,Negative
11080,429,6,2023-02-11,2023-06-19,75,2.4,Neutral
11081,305,23,2022-12-25,2023-03-01,84,4.8,Positive
11082,104,21,2023-01-13,2023-06-21,24,4.6,Positive
11083,104,17,2023-08-30,2023-11-30,58,1.5,Negative
11084,91,9,2023-06-06,2023-09-27,74,2.8,Negative
11085,499,2,2023-05-06,2023-09-26,54,3.1,Negative
11086,431,19,2022-12-12,2023-04-28,87,1.2,Negative
11087,78,4,2023-06-29,2023-10-19,31,1.2,Neutral
11088,1,21,2023-05-16,2023-08-26,20,3.3,Positive
11089,431,10,2022-12-17,2023-05-04,38,1.9,Neutral
11090,130,16,2023-11-05,2023-12-24,12,2.0,Negative
11091,96,9,2023-09-09,2024-01-03,99,3.9,Positive
11092,293,8,2024-04-29,2024-06-07,30,1.5,Positive
11093,423,18,2024-04-30,2024-08-15,65,2.0,Neutral
11094,185,14,2024-02-19,2024-07-06,5,2.4,Neutral
11095,263,20,2023-06-09,2023-09-09,93,2.6,Negative
11096,255,14,2022-10-22,2023-01-21,55,2.9,Negative
11097,127,4,2024-02-04,2024-05-24,52,3.8,Positive
11098,182,12,2023-07-12,2023-11-02,84,1.9,Neutral
11099,172,7,2023-06-22,2023-10-02,66,4.3,Positive
11100,164,22,2023-01-29,2023-05-27,64,3.0,Negative
11101,265,22,2023-10-23,2024-03-31,74,2.9,Positive
11102,41,7,2024-03-12,2024-09-04,85,3.2,Positive
11103,277,17,2024-01-25,2024-04-08,12,1.6,Neutral
11104,407,12,2024-09-15,2025-02-03,17,3.7,Neutral
11105,61,6,2023-05-02,2023-06-29,12,3.0,Negative
11106,138,6,2024-09-06,2025-03-05,50,1.8,Negative
11107,246,19,2024-02-22,2024-03-24,97,1.9,Positive
11108,111,6,2022-11-25,2023-02-22,49,1.4,Neutral
11109,144,3,2023-12-13,2024-01-28,43,2.9,Positive
11110,468,16,2023-08-01,2024-01-14,23,4.5,Positive
11111,287,24,2023-05-13,2023-06-20,37,2.1,Positive
11112,243,19,2023-12-21,2024-02-16,83,4.3,Positive
11113,144,23,2023-03-18,2023-06-13,13,1.9,Neutral
11114,132,24,2024-03-23,2024-06-05,25,2.7,Neutral
11115,287,4,2024-05-16,2024-10-22,21,3.5,Positive
11116,456,14,2023-06-19,2023-11-13,33,3.8,Positive
11117,453,12,2024-02-12,2024-04-10,31,2.2,Neutral
11118,157,16,2023-11-26,2023-12-26,44,3.5,Positive
11119,325,5,2023-05-18,2023-08-05,43,3.3,Positive
11120,444,18,2024-08-18,2025-01-04,39,2.5,Positive
11121,104,17,2024-09-30,2024-11-04,32,1.3,Neutral
11122,164,10,2023-07-19,2023-10-06,42,4.2,Positive
11123,154,13,2023-10-11,2023-12-04,71,1.6,Negative
11124,248,15,2022-10-19,2023-01-31,45,3.2,Positive
11125,41,1,2024-07-13,2025-01-01,31,3.3,Neutral
11126,460,16,2022-11-12,2023-01-03,49,2.8,Positive
11127,314,21,2024-02-07,2024-04-27,65,2.8,Positive
11128,327,14,2024-03-20,2024-05-27,50,4.8,Positive
11129,321,1,2023-01-28,2023-05-17,61,4.1,Positive
11130,214,21,2024-07-14,2024-10-25,20,4.1,Positive
11131,151,8,2024-02-20,2024-07-16,91,1.2,Negative
11132,234,23,2023-05-17,2023-09-09,67,1.9,Positive
11133,158,18,2024-03-29,2024-05-22,42,2.5,Negative
11134,347,18,2023-02-26,2023-06-23,83,4.8,Positive
11135,126,22,2023-04-26,2023-08-30,15,4.1,Positive
11136,32,13,2023-04-08,2023-09-10,69,3.6,Positive
11137,169,6,2024-06-24,2024-09-09,35,3.8,Positive
11138,471,8,2024-04-08,2024-08-25,87,5.0,Positive
11139,325,8,2023-02-27,2023-05-12,71,4.4,Positive
11140,102,15,2023-05-21,2023-07-31,90,4.0,Positive
11141,405,13,2024-09-09,2024-10-11,30,2.4,Neutral
11142,172,14,2022-10-15,2023-02-03,87,4.8,Positive
11143,270,20,2023-04-09,2023-07-15,70,3.1,Positive
11144,459,19,2023-05-12,2023-08-03,26,2.7,Neutral
11145,328,11,2024-06-17,2024-10-15,71,1.7,Neutral
11146,79,9,2024-03-16,2024-06-25,43,4.3,Positive
11147,95,4,2024-04-13,2024-06-20,95,1.2,Neutral
11148,311,7,2024-01-31,2024-03-06,89,3.7,Positive
11149,427,22,2023-04-14,2023-06-24,40,1.3,Neutral
11150,101,2,2023-05-13,2023-07-20,93,3.1,Negative
11151,499,14,2023-12-19,2024-04-22,33,1.6,Neutral
11152,425,5,2024-05-28,2024-10-30,17,4.6,Positive
11153,325,23,2023-01-05,2023-05-31,8,4.9,Positive
11154,369,4,2022-10-12,2023-03-01,29,2.9,Positive
11155,164,3,2023-11-20,2024-03-19,60,2.2,Positive
11156,265,5,2023-03-06,2023-05-21,68,4.3,Positive
11157,40,11,2023-08-08,2023-11-21,66,1.6,Positive
11158,146,15,2023-11-10,2024-04-24,74,2.7,Positive
11159,189,11,2023-08-19,2024-01-10,37,3.9,Positive
11160,86,5,2024-06-14,2024-09-05,5,3.6,Neutral
11161,495,22,2023-05-28,2023-07-27,29,2.7,Neutral
11162,23,24,2023-06-24,2023-10-20,82,4.7,Positive
11163,20,8,2024-02-19,2024-05-19,62,1.1,Negative
11164,312,6,2023-07-30,2023-10-11,69,1.2,Neutral
11165,259,3,2024-07-15,2024-10-30,22,2.3,Negative
11166,73,1,2024-03-13,2024-06-05,78,1.4,Neutral
11167,413,5,2023-11-24,2024-04-05,53,3.6,Neutral
11168,51,9,2023-07-14,2023-09-30,52,3.5,Positive
11169,483,19,2023-10-10,2023-12-04,45,4.2,Positive
11170,102,7,2023-03-21,2023-05-12,87,3.9,Positive
11171,292,3,2023-07-18,2023-12-05,12,3.8,Neutral
11172,111,19,2024-04-06,2024-07-06,28,4.3,Positive
11173,489,9,2024-08-12,2024-09-24,53,1.8,Positive
11174,316,14,2024-03-08,2024-08-28,86,3.5,Negative
11175,117,3,2024-02-14,2024-03-30,45,4.7,Positive
11176,489,6,2024-08-24,2025-02-04,17,1.8,Negative
11177,208,15,2023-10-27,2024-04-22,90,1.4,Neutral
11178,154,17,2023-03-20,2023-07-01,10,1.7,Positive
11179,99,20,2023-02-22,2023-06-16,84,2.8,Negative
11180,177,3,2023-02-17,2023-03-28,96,1.8,Negative
11181,267,1,2024-02-26,2024-05-15,34,2.9,Negative
11182,425,24,2024-07-07,2024-10-23,9,4.2,Positive
11183,248,8,2024-07-08,2024-08-15,39,1.8,Neutral
11184,311,8,2024-06-25,2024-11-19,50,1.6,Neutral
11185,420,16,2024-01-30,2024-03-02,57,4.5,Positive
11186,297,12,2023-07-09,2023-12-10,82,3.6,Negative
11187,211,24,2023-09-18,2023-12-11,14,1.1,Neutral
11188,492,23,2024-03-16,2024-08-28,68,1.5,Negative
11189,183,8,2022-12-08,2023-03-06,14,2.2,Neutral
11190,421,18,2023-03-12,2023-07-07,77,4.9,Positive
11191,70,8,2023-01-22,2023-05-19,43,1.0,Neutral
11192,455,2,2023-09-24,2023-11-07,70,3.0,Negative
11193,386,17,2023-10-13,2023-12-17,45,1.1,Negative
11194,130,10,2024-04-29,2024-10-03,98,2.9,Positive
11195,459,8,2023-02-15,2023-04-10,89,4.1,Positive
11196,67,1,2024-04-12,2024-06-13,100,3.3,Positive
11197,335,15,2024-01-12,2024-05-15,89,1.5,Positive
11198,382,19,2024-09-04,2024-11-05,14,1.5,Positive
11199,168,14,2024-04-12,2024-08-23,67,4.6,Positive
11200,343,8,2023-03-12,2023-06-28,63,3.1,Positive
11201,54,24,2023-09-08,2023-10-08,66,4.2,Positive
11202,485,14,2024-02-10,2024-03-16,5,3.2,Negative
11203,183,22,2023-10-01,2023-11-06,97,2.5,Neutral
11204,8,7,2023-12-23,2024-03-11,73,1.6,Positive
11205,46,2,2024-05-04,2024-10-12,66,1.5,Negative
11206,453,18,2023-09-27,2024-01-14,15,1.4,Neutral
11207,72,14,2023-12-27,2024-04-19,30,1.8,Positive
11208,38,1,2024-02-05,2024-05-25,94,1.8,Neutral
11209,118,3,2023-02-18,2023-04-28,95,2.3,Negative
11210,384,4,2023-08-27,2023-11-07,96,1.9,Negative
11211,255,18,2022-12-27,2023-02-28,92,1.4,Negative
11212,233,24,2022-11-15,2023-04-06,9,1.2,Neutral
11213,188,8,2023-10-07,2023-12-27,31,3.9,Positive
11214,411,24,2022-11-28,2023-05-13,79,3.3,Positive
11215,489,22,2023-10-20,2024-02-29,35,2.3,Positive
11216,391,10,2024-01-06,2024-02-29,89,3.4,Neutral
11217,479,23,2023-06-28,2023-11-02,80,2.6,Positive
11218,280,23,2023-12-25,2024-02-15,76,2.8,Positive
11219,182,22,2023-11-13,2024-02-04,25,1.8,Negative
11220,180,3,2023-06-08,2023-07-13,42,4.1,Positive
11221,335,22,2023-12-30,2024-01-29,53,2.5,Neutral
11222,321,24,2024-08-22,2024-10-13,37,2.8,Negative
11223,426,6,2022-11-04,2023-01-07,10,4.2,Positive
11224,297,8,2023-10-20,2024-03-05,83,2.2,Positive
11225,288,20,2022-12-01,2023-05-11,66,1.5,Positive
11226,407,6,2024-05-27,2024-07-18,34,4.6,Positive
11227,492,5,2024-02-05,2024-03-29,16,1.1,Neutral
11228,77,20,2023-10-18,2023-12-20,84,1.1,Neutral
11229,72,24,2023-01-21,2023-04-26,46,4.1,Positive
11230,176,2,2023-07-12,2023-10-04,0,1.6,Neutral
11231,371,3,2024-07-25,2025-01-05,24,4.5,Positive
11232,100,24,2024-09-19,2025-02-13,30,1.9,Neutral
11233,428,24,2023-10-10,2024-03-14,89,1.2,Neutral
11234,233,7,2024-04-13,2024-05-23,77,2.0,Positive
11235,32,8,2023-03-01,2023-07-16,15,1.6,Negative
11236,363,14,2024-01-21,2024-07-07,70,1.3,Neutral
11237,67,15,2023-05-14,2023-09-10,97,2.5,Positive
11238,252,5,2022-10-20,2023-02-09,52,4.2,Positive
11239,429,11,2023-06-01,2023-08-13,94,1.5,Negative
11240,467,14,2024-08-08,2024-09-18,70,4.8,Positive
11241,104,13,2023-08-20,2024-01-27,88,4.1,Positive
11242,94,5,2024-05-27,2024-08-17,89,4.3,Positive
11243,425,15,2023-06-15,2023-08-01,37,3.6,Neutral
11244,370,4,2024-09-22,2024-12-28,98,4.6,Positive
11245,415,13,2023-02-03,2023-06-01,39,2.7,Positive
11246,154,22,2024-07-12,2024-10-03,23,1.6,Positive
11247,172,2,2024-02-22,2024-05-30,90,1.6,Negative
11248,229,4,2022-11-28,2023-01-09,19,1.4,Neutral
11249,4,10,2022-12-18,2023-02-04,87,1.5,Neutral
11250,393,13,2023-04-02,2023-09-15,66,2.6,Negative
11251,256,12,2023-03-08,2023-05-04,59,1.4,Positive
11252,312,7,2023-11-22,2024-02-06,87,4.8,Positive
11253,249,12,2024-03-01,2024-08-06,100,2.0,Positive
11254,304,24,2022-11-07,2023-03-14,82,1.5,Neutral
11255,385,11,2023-08-05,2024-01-21,45,1.5,Negative
