enrollment_id,employee_id,course_id,enrolled_date,completed_date,progress,ratings,feedback
12716,443,13,2022-12-19,2023-05-27,93,2.3,I would not recommend this course.
12717,41,16,2023-11-18,2024-05-08,49,4.9,The materials provided were very helpful.
12718,436,15,2022-11-21,2023-04-14,70,3.1,Average course with some useful content.
12719,320,20,2024-06-22,2024-12-15,7,4.3,"The instructor was great, learned a lot!"
12720,425,18,2023-01-25,2023-03-13,47,1.6,I would not recommend this course.
12721,283,18,2023-03-28,2023-06-27,70,3.1,It was a decent experience overall.
12722,78,19,2023-07-17,2023-10-24,3,2.3,"Poorly organized, I expected better."
12723,248,19,2023-10-24,2024-04-10,3,1.7,"Not worth the time, very disappointing."
12724,320,16,2024-07-12,2024-09-26,26,2.5,"The course was okay, not too bad."
12725,460,9,2023-06-04,2023-07-20,87,3.3,It was a decent experience overall.
12726,71,8,2023-05-17,2023-09-13,0,4.9,"The instructor was great, learned a lot!"
12727,306,5,2023-06-07,2023-08-27,67,2.8,It was a decent experience overall.
12728,440,5,2024-01-31,2024-06-17,48,3.8,It was a decent experience overall.
12729,302,14,2024-05-20,2024-10-16,95,4.8,The materials provided were very helpful.
12730,180,22,2022-10-28,2023-04-24,8,1.9,"Not worth the time, very disappointing."
12731,281,9,2024-01-14,2024-06-21,68,4.3,"Excellent course, highly recommend!"
12732,444,19,2024-06-02,2024-11-25,70,2.0,I would not recommend this course.
12733,383,1,2023-08-13,2023-09-22,27,1.8,I didn't learn anything new from this course.
12734,164,3,2023-11-16,2024-01-24,20,4.4,The materials provided were very helpful.
12735,143,23,2024-05-03,2024-08-08,61,1.9,"Poorly organized, I expected better."
12736,239,11,2023-10-04,2024-01-01,31,1.1,"Not worth the time, very disappointing."
12737,144,14,2022-10-13,2023-02-24,18,1.0,I would not recommend this course.
12738,4,4,2024-01-26,2024-04-15,88,3.0,It was a decent experience overall.
12739,1,18,2022-12-29,2023-03-21,80,4.8,"The instructor was great, learned a lot!"
12740,154,11,2023-10-12,2024-02-22,16,2.2,The content was outdated and irrelevant.
12741,66,19,2022-10-31,2023-03-10,78,3.8,"Not much to say, it was a standard course."
12742,101,5,2024-02-14,2024-05-09,68,4.3,"Excellent course, highly recommend!"
12743,386,22,2024-10-02,2024-12-13,82,1.5,I would not recommend this course.
12744,94,12,2023-10-13,2024-03-09,45,4.4,I really enjoyed this course.
12745,181,9,2022-10-31,2023-03-15,37,2.2,The content was outdated and irrelevant.
12746,168,14,2024-06-02,2024-10-17,62,1.3,"Poorly organized, I expected better."
12747,292,19,2024-06-26,2024-09-21,99,1.8,I would not recommend this course.
12748,38,15,2024-10-01,2024-12-14,17,2.6,Average course with some useful content.
12749,306,22,2024-04-09,2024-06-08,0,4.4,The materials provided were very helpful.
12750,157,12,2023-12-25,2024-03-04,61,2.6,The course met my expectations.
12751,493,13,2023-09-02,2024-02-03,91,4.0,The materials provided were very helpful.
12752,87,16,2023-12-30,2024-03-26,36,4.9,I really enjoyed this course.
12753,226,10,2024-09-12,2024-12-05,56,3.8,The course met my expectations.
12754,385,20,2024-09-05,2024-11-02,66,1.4,I would not recommend this course.
12755,343,16,2023-01-31,2023-03-02,52,4.3,"The instructor was great, learned a lot!"
12756,374,2,2022-10-29,2022-12-13,63,2.2,The content was outdated and irrelevant.
12757,265,4,2023-01-27,2023-07-17,18,2.8,"Not much to say, it was a standard course."
12758,96,4,2024-01-25,2024-07-18,74,2.5,The course met my expectations.
12759,379,3,2023-10-21,2024-02-13,89,2.6,It was a decent experience overall.
12760,131,2,2024-02-25,2024-05-26,63,3.7,"Not much to say, it was a standard course."
12761,93,17,2023-12-23,2024-04-11,60,2.9,It was a decent experience overall.
12762,157,4,2023-05-03,2023-09-04,26,4.5,I really enjoyed this course.
12763,492,24,2024-07-05,2024-10-07,19,1.6,I didn't learn anything new from this course.
12764,405,13,2023-01-04,2023-05-04,75,4.4,"Excellent course, highly recommend!"
12765,455,11,2024-06-18,2024-09-28,43,4.6,"The instructor was great, learned a lot!"
12766,452,20,2023-08-13,2023-12-22,65,2.3,I would not recommend this course.
12767,388,18,2024-03-01,2024-04-15,50,4.1,I really enjoyed this course.
12768,467,19,2023-12-01,2024-05-16,70,2.1,I would not recommend this course.
12769,289,9,2023-05-02,2023-06-21,10,3.2,"The course was okay, not too bad."
12770,131,24,2023-02-10,2023-07-13,97,2.9,The course met my expectations.
12771,54,24,2023-10-12,2024-01-10,56,4.9,"The instructor was great, learned a lot!"
12772,249,8,2024-09-30,2025-02-21,14,1.7,"Not worth the time, very disappointing."
12773,321,14,2024-02-15,2024-07-13,21,3.7,"The course was okay, not too bad."
12774,366,17,2024-08-04,2025-01-19,54,2.6,"The course was okay, not too bad."
12775,144,3,2024-04-22,2024-09-23,97,4.9,"The instructor was great, learned a lot!"
12776,164,3,2024-02-07,2024-05-10,99,4.5,"The instructor was great, learned a lot!"
12777,63,14,2024-05-27,2024-11-23,84,4.8,The materials provided were very helpful.
12778,177,11,2023-07-04,2023-08-04,11,1.5,I would not recommend this course.
12779,121,15,2024-08-19,2024-10-31,71,4.4,"Excellent course, highly recommend!"
12780,297,1,2024-06-22,2024-07-29,21,1.1,"Not worth the time, very disappointing."
12781,430,5,2024-03-26,2024-07-28,50,1.1,"Poorly organized, I expected better."
12782,138,2,2023-06-07,2023-08-04,97,3.9,The course met my expectations.
12783,388,3,2023-12-10,2024-02-17,22,3.8,"The course was okay, not too bad."
12784,153,13,2023-07-23,2023-09-10,53,2.5,"Not much to say, it was a standard course."
12785,211,12,2024-07-11,2024-09-25,33,3.1,Average course with some useful content.
12786,492,9,2024-04-11,2024-07-13,8,4.5,Very informative and well structured.
12787,86,16,2023-10-25,2024-03-19,21,3.5,Average course with some useful content.
12788,341,24,2024-09-19,2024-11-21,98,3.5,It was a decent experience overall.
12789,135,24,2023-12-18,2024-02-16,44,2.2,I didn't learn anything new from this course.
12790,59,9,2022-12-07,2023-02-02,31,4.6,"The instructor was great, learned a lot!"
12791,99,18,2022-12-11,2023-04-14,42,4.8,The materials provided were very helpful.
12792,185,1,2023-12-16,2024-02-07,86,3.7,"Not much to say, it was a standard course."
12793,176,11,2022-10-25,2023-04-16,46,1.1,"Not worth the time, very disappointing."
12794,248,7,2023-01-07,2023-05-06,25,2.3,I didn't learn anything new from this course.
12795,467,17,2024-03-28,2024-07-15,51,4.4,"Excellent course, highly recommend!"
12796,200,11,2023-10-30,2024-03-14,38,1.0,The content was outdated and irrelevant.
12797,168,6,2024-08-05,2024-10-10,37,2.8,The course met my expectations.
12798,104,17,2022-11-24,2023-01-05,56,2.4,I would not recommend this course.
12799,347,20,2023-10-27,2023-12-18,98,1.8,"Not worth the time, very disappointing."
12800,15,6,2023-03-03,2023-06-26,51,4.3,The materials provided were very helpful.
12801,34,13,2024-01-08,2024-02-07,98,2.9,"Not much to say, it was a standard course."
12802,102,8,2024-06-20,2024-08-17,3,3.8,Average course with some useful content.
12803,214,19,2022-12-11,2023-06-06,97,3.8,"Not much to say, it was a standard course."
12804,168,13,2024-07-30,2024-11-25,49,4.1,The materials provided were very helpful.
12805,182,16,2023-09-20,2024-01-25,28,1.6,I didn't learn anything new from this course.
12806,102,5,2023-02-21,2023-05-14,48,4.5,"The instructor was great, learned a lot!"
12807,263,12,2023-01-27,2023-04-06,87,1.7,"Poorly organized, I expected better."
12808,400,9,2023-11-27,2024-03-13,63,2.9,It was a decent experience overall.
12809,343,20,2024-05-12,2024-10-27,19,1.8,I would not recommend this course.
12810,426,15,2023-03-07,2023-08-28,22,2.4,I didn't learn anything new from this course.
12811,363,1,2024-01-30,2024-04-13,86,2.2,"Poorly organized, I expected better."
12812,400,9,2023-09-11,2023-11-30,51,4.6,"The instructor was great, learned a lot!"
12813,413,14,2023-02-14,2023-05-19,26,2.8,It was a decent experience overall.
12814,100,15,2023-10-02,2024-03-05,12,2.6,Average course with some useful content.
12815,309,24,2022-11-16,2022-12-23,21,4.1,"Excellent course, highly recommend!"
12816,180,20,2023-02-14,2023-07-16,25,4.3,Very informative and well structured.
12817,142,23,2023-02-22,2023-06-27,71,2.0,"Poorly organized, I expected better."
12818,479,22,2024-06-06,2024-10-22,32,4.6,"Excellent course, highly recommend!"
12819,168,17,2024-05-20,2024-08-11,21,2.1,"Poorly organized, I expected better."
12820,443,7,2023-11-10,2024-05-05,60,3.4,It was a decent experience overall.
12821,492,16,2024-07-21,2024-12-15,7,2.8,It was a decent experience overall.
12822,117,24,2022-12-16,2023-02-07,59,2.8,"Not much to say, it was a standard course."
12823,352,5,2024-02-29,2024-04-27,54,2.9,It was a decent experience overall.
12824,413,2,2024-03-29,2024-05-25,8,1.1,The content was outdated and irrelevant.
12825,489,13,2024-09-24,2024-12-31,60,3.3,"The course was okay, not too bad."
12826,495,1,2024-02-09,2024-07-05,28,4.5,"The instructor was great, learned a lot!"
12827,263,11,2022-10-17,2023-02-22,28,4.8,"Excellent course, highly recommend!"
12828,401,7,2024-09-02,2024-11-18,19,2.4,I would not recommend this course.
12829,459,5,2023-12-27,2024-05-08,59,2.4,"Poorly organized, I expected better."
12830,78,11,2024-06-13,2024-10-04,27,1.9,I would not recommend this course.
12831,208,3,2024-01-13,2024-05-19,49,1.5,I didn't learn anything new from this course.
12832,256,24,2024-06-29,2024-09-17,6,4.5,"Excellent course, highly recommend!"
12833,77,18,2023-03-10,2023-05-13,97,2.5,"Not much to say, it was a standard course."
12834,488,13,2023-12-21,2024-05-24,22,5.0,I really enjoyed this course.
12835,386,12,2024-03-15,2024-07-23,74,4.3,I really enjoyed this course.
12836,363,11,2023-11-20,2024-02-11,15,1.9,The content was outdated and irrelevant.
12837,96,13,2023-07-08,2023-12-02,32,3.7,Average course with some useful content.
12838,467,13,2023-07-17,2024-01-01,83,3.3,Average course with some useful content.
12839,101,18,2024-09-25,2025-01-11,34,1.2,"Poorly organized, I expected better."
12840,385,5,2024-01-09,2024-03-22,35,2.5,It was a decent experience overall.
12841,363,18,2024-08-19,2025-01-23,12,2.1,"Poorly organized, I expected better."
12842,478,20,2023-05-19,2023-08-08,59,2.8,"Not much to say, it was a standard course."
12843,304,22,2024-04-28,2024-10-07,79,3.8,Average course with some useful content.
12844,191,20,2023-06-02,2023-10-31,26,2.7,Average course with some useful content.
12845,32,18,2022-10-20,2023-03-20,40,3.3,Average course with some useful content.
12846,43,6,2023-10-13,2024-02-10,85,3.3,The course met my expectations.
12847,305,19,2022-10-24,2023-01-05,2,1.5,I would not recommend this course.
12848,400,24,2024-05-16,2024-07-07,58,3.1,The course met my expectations.
12849,496,16,2024-06-18,2024-11-07,77,3.4,The course met my expectations.
12850,44,21,2024-01-18,2024-05-17,91,1.8,"Poorly organized, I expected better."
12851,152,13,2024-03-03,2024-04-29,7,1.6,I didn't learn anything new from this course.
12852,184,7,2024-05-14,2024-07-01,73,2.3,The content was outdated and irrelevant.
12853,72,19,2024-08-15,2024-11-05,85,1.3,"Not worth the time, very disappointing."
12854,96,7,2024-04-04,2024-08-09,76,4.2,"Excellent course, highly recommend!"
12855,139,4,2024-09-23,2025-01-05,18,2.7,"Not much to say, it was a standard course."
12856,95,23,2023-01-15,2023-06-02,29,3.9,The course met my expectations.
12857,489,15,2024-04-03,2024-06-13,7,3.8,Average course with some useful content.
12858,489,19,2022-11-30,2023-04-07,90,3.5,"The course was okay, not too bad."
12859,427,11,2023-08-17,2024-02-12,34,4.9,Very informative and well structured.
12860,287,1,2024-03-30,2024-06-30,76,3.0,"Not much to say, it was a standard course."
12861,86,2,2022-12-02,2023-01-19,95,1.1,I would not recommend this course.
12862,252,3,2024-07-20,2024-10-11,31,3.7,Average course with some useful content.
12863,421,23,2023-01-16,2023-06-27,55,2.0,I didn't learn anything new from this course.
12864,210,24,2023-08-11,2023-12-21,53,1.9,"Poorly organized, I expected better."
12865,413,23,2023-09-03,2024-02-01,25,2.2,"Not worth the time, very disappointing."
12866,188,11,2023-06-15,2023-09-24,54,3.6,The course met my expectations.
12867,460,17,2023-03-08,2023-06-07,1,3.8,"The course was okay, not too bad."
12868,400,9,2023-03-19,2023-05-22,18,3.5,"Not much to say, it was a standard course."
12869,217,1,2023-03-06,2023-07-12,28,4.3,I really enjoyed this course.
12870,75,3,2022-12-27,2023-03-20,7,4.0,"Excellent course, highly recommend!"
12871,144,13,2023-03-29,2023-06-10,99,2.7,"The course was okay, not too bad."
12872,154,12,2023-10-10,2024-02-17,62,1.8,I didn't learn anything new from this course.
12873,321,8,2024-04-05,2024-06-07,26,4.6,"Excellent course, highly recommend!"
12874,312,23,2023-06-05,2023-10-29,37,1.3,"Poorly organized, I expected better."
12875,332,17,2023-12-20,2024-02-05,60,3.3,Average course with some useful content.
12876,267,20,2023-07-05,2023-10-09,4,2.8,"The course was okay, not too bad."
12877,452,4,2023-04-06,2023-09-24,45,3.2,"Not much to say, it was a standard course."
12878,15,16,2023-09-02,2023-12-29,23,4.5,"The instructor was great, learned a lot!"
12879,86,21,2023-08-31,2024-01-21,52,4.0,Very informative and well structured.
12880,10,14,2023-03-26,2023-06-02,99,2.0,I didn't learn anything new from this course.
12881,354,15,2024-01-22,2024-06-01,19,3.7,"Not much to say, it was a standard course."
12882,200,21,2024-01-31,2024-07-03,52,2.8,"The course was okay, not too bad."
12883,270,15,2022-11-28,2023-01-19,8,1.6,"Not worth the time, very disappointing."
12884,88,12,2024-01-09,2024-05-30,47,3.6,Average course with some useful content.
12885,9,23,2023-11-13,2024-04-12,21,2.6,It was a decent experience overall.
12886,367,17,2024-06-29,2024-09-10,49,1.8,"Poorly organized, I expected better."
12887,255,21,2023-01-14,2023-03-19,49,2.1,I would not recommend this course.
12888,444,9,2024-05-15,2024-07-03,13,3.5,Average course with some useful content.
12889,302,19,2023-09-28,2023-10-31,70,1.5,"Poorly organized, I expected better."
12890,361,17,2023-10-11,2024-02-06,92,1.4,"Not worth the time, very disappointing."
12891,91,16,2024-04-27,2024-08-17,88,2.1,"Poorly organized, I expected better."
12892,204,17,2023-08-16,2023-10-04,92,4.1,"Excellent course, highly recommend!"
12893,268,18,2023-03-23,2023-07-28,52,3.3,"The course was okay, not too bad."
12894,281,13,2023-03-28,2023-07-05,39,3.8,"The course was okay, not too bad."
12895,62,6,2023-08-26,2023-10-05,21,1.3,"Poorly organized, I expected better."
12896,122,9,2023-06-02,2023-11-28,98,1.3,"Poorly organized, I expected better."
12897,499,4,2024-03-11,2024-06-23,42,4.5,The materials provided were very helpful.
12898,400,11,2024-09-15,2025-03-03,67,2.8,It was a decent experience overall.
12899,104,20,2024-04-10,2024-06-22,7,3.5,Average course with some useful content.
12900,120,6,2024-08-23,2024-11-23,81,2.6,"Not much to say, it was a standard course."
12901,405,18,2024-08-30,2024-12-24,60,2.2,I didn't learn anything new from this course.
12902,312,19,2024-09-18,2024-11-25,34,2.8,Average course with some useful content.
12903,438,14,2023-01-15,2023-04-19,74,1.8,The content was outdated and irrelevant.
12904,214,9,2024-05-27,2024-10-01,91,1.9,"Poorly organized, I expected better."
12905,23,2,2024-04-29,2024-06-07,78,1.5,The content was outdated and irrelevant.
12906,387,10,2023-08-07,2023-12-27,94,4.7,The materials provided were very helpful.
12907,75,5,2023-06-21,2023-09-27,69,3.3,"The course was okay, not too bad."
12908,312,19,2023-05-01,2023-09-05,77,4.9,"The instructor was great, learned a lot!"
12909,444,6,2024-08-18,2024-11-14,9,2.8,It was a decent experience overall.
12910,252,17,2022-12-10,2023-02-10,74,2.5,It was a decent experience overall.
12911,469,4,2023-01-19,2023-04-06,54,4.6,Very informative and well structured.
12912,467,16,2022-12-12,2023-03-18,74,1.6,I didn't learn anything new from this course.
12913,342,10,2022-10-21,2023-01-17,43,2.6,Average course with some useful content.
12914,497,11,2023-02-07,2023-06-08,27,3.2,The course met my expectations.
12915,20,16,2022-10-19,2023-02-03,40,2.1,The content was outdated and irrelevant.
12916,14,13,2024-01-02,2024-05-15,71,2.2,"Not worth the time, very disappointing."
12917,297,11,2024-08-20,2025-01-29,24,1.0,The content was outdated and irrelevant.
12918,7,11,2024-03-31,2024-07-15,71,4.0,The materials provided were very helpful.
12919,265,18,2024-05-22,2024-07-04,29,3.9,"Not much to say, it was a standard course."
12920,274,15,2023-06-28,2023-09-03,96,2.7,It was a decent experience overall.
12921,149,6,2023-02-23,2023-05-11,89,2.8,"Not much to say, it was a standard course."
12922,14,7,2024-01-13,2024-02-23,92,1.3,"Not worth the time, very disappointing."
12923,438,7,2023-10-08,2024-01-07,80,2.8,Average course with some useful content.
12924,246,2,2023-11-02,2024-02-14,58,1.0,I didn't learn anything new from this course.
12925,427,4,2024-01-08,2024-04-20,40,2.6,Average course with some useful content.
12926,274,15,2024-10-01,2024-12-09,36,1.5,"Not worth the time, very disappointing."
12927,104,20,2023-05-29,2023-11-13,16,2.9,It was a decent experience overall.
12928,157,8,2024-04-14,2024-06-02,4,3.1,"The course was okay, not too bad."
12929,146,19,2023-04-16,2023-09-17,65,1.1,"Not worth the time, very disappointing."
12930,471,6,2024-01-16,2024-02-15,91,4.3,Very informative and well structured.
12931,164,19,2023-10-29,2023-12-17,84,2.2,"Not worth the time, very disappointing."
12932,123,11,2024-04-12,2024-07-22,64,2.1,"Not worth the time, very disappointing."
12933,285,22,2023-07-28,2023-11-22,48,3.4,"The course was okay, not too bad."
12934,94,6,2022-12-01,2023-02-17,32,2.9,"Not much to say, it was a standard course."
12935,239,11,2023-07-15,2024-01-02,16,2.2,"Poorly organized, I expected better."
12936,103,6,2024-01-02,2024-03-17,58,1.0,The content was outdated and irrelevant.
12937,144,22,2024-03-14,2024-04-13,40,2.7,Average course with some useful content.
12938,413,19,2023-09-30,2023-11-22,0,3.0,Average course with some useful content.
12939,73,7,2022-11-27,2023-03-15,72,3.7,"Not much to say, it was a standard course."
12940,373,16,2023-03-15,2023-05-15,17,2.2,"Not worth the time, very disappointing."
12941,157,21,2024-01-09,2024-06-10,79,2.9,"Not much to say, it was a standard course."
12942,431,17,2023-01-08,2023-05-10,68,2.5,The course met my expectations.
12943,378,20,2023-01-22,2023-03-09,77,2.3,"Poorly organized, I expected better."
12944,366,8,2024-05-07,2024-08-31,24,2.8,"Not much to say, it was a standard course."
12945,94,11,2023-02-20,2023-06-07,43,4.2,The materials provided were very helpful.
12946,396,10,2024-09-29,2024-12-03,51,4.2,"The instructor was great, learned a lot!"
12947,425,22,2023-02-26,2023-04-22,1,1.8,I would not recommend this course.
12948,410,15,2023-01-23,2023-04-19,69,1.5,"Poorly organized, I expected better."
12949,122,23,2022-10-19,2022-12-04,56,2.5,It was a decent experience overall.
12950,117,5,2023-06-07,2023-11-10,24,2.7,"The course was okay, not too bad."
12951,306,7,2024-05-23,2024-09-07,87,4.2,I really enjoyed this course.
12952,104,8,2023-08-01,2023-09-15,57,4.7,"Excellent course, highly recommend!"
12953,103,6,2022-10-26,2023-01-13,65,1.3,"Poorly organized, I expected better."
12954,243,10,2024-01-19,2024-05-01,24,2.5,"Not much to say, it was a standard course."
12955,263,23,2023-05-02,2023-06-15,76,3.4,Average course with some useful content.
12956,214,2,2022-12-25,2023-02-01,64,3.2,"Not much to say, it was a standard course."
12957,86,11,2024-09-08,2024-11-25,58,2.7,"The course was okay, not too bad."
12958,386,19,2024-08-25,2024-11-11,13,4.3,I really enjoyed this course.
12959,488,16,2022-12-18,2023-04-05,72,3.2,It was a decent experience overall.
12960,274,6,2023-06-02,2023-08-05,1,3.6,Average course with some useful content.
12961,334,4,2023-10-07,2024-01-25,76,3.6,It was a decent experience overall.
12962,127,8,2023-03-01,2023-04-28,79,4.9,"Excellent course, highly recommend!"
12963,229,5,2024-08-03,2024-12-29,68,3.5,The course met my expectations.
12964,421,22,2023-12-31,2024-02-29,69,2.9,It was a decent experience overall.
12965,438,6,2024-03-23,2024-04-23,93,3.5,It was a decent experience overall.
12966,147,22,2022-12-19,2023-03-08,78,3.3,"Not much to say, it was a standard course."
12967,189,4,2023-05-16,2023-09-01,66,2.7,"The course was okay, not too bad."
12968,392,7,2022-12-20,2023-02-09,95,1.5,I didn't learn anything new from this course.
12969,431,14,2024-07-27,2024-11-24,97,1.9,I would not recommend this course.
12970,366,19,2023-04-28,2023-07-04,8,5.0,"The instructor was great, learned a lot!"
12971,244,20,2024-01-18,2024-05-27,37,4.1,"Excellent course, highly recommend!"
12972,368,22,2024-03-01,2024-08-22,57,1.2,I would not recommend this course.
12973,467,23,2022-10-15,2023-02-13,49,3.8,Average course with some useful content.
12974,374,17,2024-08-10,2024-09-11,97,3.1,The course met my expectations.
12975,70,14,2023-09-06,2024-01-26,62,4.6,"The instructor was great, learned a lot!"
12976,104,6,2024-07-04,2024-08-25,96,1.8,"Not worth the time, very disappointing."
12977,144,7,2023-04-01,2023-08-16,94,2.0,"Poorly organized, I expected better."
12978,223,2,2024-02-13,2024-06-06,16,4.1,"Excellent course, highly recommend!"
12979,38,24,2024-07-17,2024-09-14,62,1.1,"Poorly organized, I expected better."
12980,99,5,2023-10-09,2024-02-29,0,1.7,I would not recommend this course.
12981,383,6,2023-08-29,2023-10-02,96,3.1,It was a decent experience overall.
12982,273,16,2024-07-22,2024-09-15,38,3.3,It was a decent experience overall.
12983,480,20,2023-03-25,2023-05-11,24,2.4,"Poorly organized, I expected better."
12984,388,4,2023-07-09,2023-09-07,77,2.2,"Poorly organized, I expected better."
12985,438,2,2022-12-29,2023-06-16,53,4.9,The materials provided were very helpful.
12986,335,7,2024-10-06,2024-12-09,18,4.6,"Excellent course, highly recommend!"
12987,292,3,2023-05-01,2023-06-13,17,1.5,"Not worth the time, very disappointing."
12988,355,1,2022-10-30,2023-01-01,42,1.1,I would not recommend this course.
12989,14,5,2023-08-12,2023-10-23,44,2.3,I didn't learn anything new from this course.
12990,369,20,2024-09-25,2024-12-16,82,2.9,Average course with some useful content.
12991,432,11,2023-12-12,2024-01-26,57,3.0,It was a decent experience overall.
12992,263,22,2023-08-31,2024-02-13,90,2.1,The content was outdated and irrelevant.
12993,301,9,2024-05-28,2024-11-20,63,1.6,The content was outdated and irrelevant.
12994,393,24,2024-07-15,2025-01-03,40,2.5,Average course with some useful content.
12995,163,8,2023-01-30,2023-07-09,64,3.4,"The course was okay, not too bad."
12996,471,21,2023-01-24,2023-04-10,58,2.7,"The course was okay, not too bad."
12997,115,2,2024-02-15,2024-04-24,59,3.1,"The course was okay, not too bad."
12998,459,5,2024-02-09,2024-06-15,79,2.4,"Not worth the time, very disappointing."
12999,172,8,2024-08-27,2024-11-05,40,4.7,"The instructor was great, learned a lot!"
13000,378,9,2024-10-03,2024-12-25,54,1.4,I didn't learn anything new from this course.
13001,204,15,2023-01-24,2023-05-09,68,2.7,Average course with some useful content.
13002,283,18,2023-06-03,2023-10-17,79,3.4,"The course was okay, not too bad."
13003,315,1,2023-11-17,2024-04-07,56,2.0,"Not worth the time, very disappointing."
13004,177,18,2023-05-23,2023-08-16,100,1.8,"Poorly organized, I expected better."
13005,423,9,2024-02-23,2024-05-06,60,3.7,"Not much to say, it was a standard course."
13006,368,9,2023-12-11,2024-05-31,15,4.0,"Excellent course, highly recommend!"
13007,493,6,2023-07-24,2023-09-08,58,1.6,"Poorly organized, I expected better."
13008,101,14,2024-07-09,2024-11-18,16,4.6,Very informative and well structured.
13009,21,9,2023-01-02,2023-03-11,29,1.9,I didn't learn anything new from this course.
13010,48,5,2024-09-27,2024-12-25,26,2.1,The content was outdated and irrelevant.
13011,383,14,2024-09-26,2024-11-27,59,4.5,Very informative and well structured.
13012,56,8,2023-10-22,2023-12-24,74,2.5,"Not much to say, it was a standard course."
13013,382,4,2022-11-27,2023-03-11,24,1.9,"Poorly organized, I expected better."
13014,297,17,2024-09-20,2024-12-18,11,2.0,I didn't learn anything new from this course.
13015,448,19,2023-10-18,2024-02-25,69,1.8,I didn't learn anything new from this course.
13016,121,3,2022-11-12,2023-03-04,51,3.9,Average course with some useful content.
13017,131,24,2023-07-17,2023-11-14,7,1.4,I didn't learn anything new from this course.
13018,32,6,2023-01-12,2023-02-25,63,1.5,I would not recommend this course.
13019,268,10,2023-04-25,2023-09-09,28,1.0,The content was outdated and irrelevant.
13020,264,1,2023-07-12,2023-11-17,99,2.6,The course met my expectations.
13021,272,10,2023-09-05,2023-11-18,40,2.5,The course met my expectations.
13022,285,10,2023-02-20,2023-05-07,41,2.3,"Not worth the time, very disappointing."
13023,120,22,2023-02-22,2023-04-12,7,3.4,"The course was okay, not too bad."
13024,398,13,2023-03-02,2023-07-10,69,3.3,It was a decent experience overall.
13025,387,13,2024-02-26,2024-05-06,0,1.3,"Poorly organized, I expected better."
13026,171,18,2022-12-10,2023-04-11,69,4.4,"Excellent course, highly recommend!"
13027,189,23,2023-12-11,2024-02-11,57,2.4,"Poorly organized, I expected better."
13028,239,14,2023-01-12,2023-06-27,4,4.3,"Excellent course, highly recommend!"
13029,66,9,2023-09-11,2024-02-29,49,4.2,"The instructor was great, learned a lot!"
13030,335,6,2023-02-05,2023-07-08,75,2.9,"Not much to say, it was a standard course."
13031,485,5,2023-08-29,2023-10-16,50,4.8,Very informative and well structured.
13032,369,7,2023-11-17,2024-04-26,30,2.7,It was a decent experience overall.
13033,21,19,2023-12-11,2024-04-18,6,2.0,The content was outdated and irrelevant.
13034,438,2,2024-02-26,2024-05-28,11,4.1,"The instructor was great, learned a lot!"
13035,233,8,2023-11-09,2024-02-18,2,3.3,The course met my expectations.
13036,130,21,2023-10-13,2024-02-13,52,3.2,The course met my expectations.
13037,172,20,2024-08-27,2024-10-28,79,4.7,"Excellent course, highly recommend!"
13038,268,12,2023-05-14,2023-09-13,13,3.5,"The course was okay, not too bad."
13039,485,7,2024-01-11,2024-06-10,56,1.7,The content was outdated and irrelevant.
13040,10,10,2023-04-15,2023-05-26,72,1.2,The content was outdated and irrelevant.
13041,43,20,2023-04-28,2023-06-26,20,1.2,I didn't learn anything new from this course.
13042,413,17,2023-09-30,2024-03-12,51,1.4,I would not recommend this course.
13043,56,3,2023-04-27,2023-08-17,16,4.5,The materials provided were very helpful.
13044,177,16,2024-02-13,2024-04-10,93,4.1,The materials provided were very helpful.
13045,177,17,2024-01-12,2024-04-09,21,2.6,It was a decent experience overall.
13046,87,19,2023-10-22,2024-04-16,21,4.4,I really enjoyed this course.
13047,35,13,2023-02-03,2023-05-11,30,3.6,"The course was okay, not too bad."
13048,66,12,2023-06-07,2023-08-01,73,4.3,Very informative and well structured.
13049,104,20,2024-04-03,2024-09-09,77,2.9,It was a decent experience overall.
13050,21,17,2022-12-13,2023-04-08,57,4.0,The materials provided were very helpful.
13051,433,14,2024-01-04,2024-03-07,71,4.9,Very informative and well structured.
13052,72,24,2023-05-20,2023-09-06,89,2.7,"Not much to say, it was a standard course."
13053,306,3,2024-02-22,2024-03-27,72,2.9,Average course with some useful content.
13054,263,15,2023-03-18,2023-06-14,93,2.7,Average course with some useful content.
13055,461,18,2023-08-06,2023-11-30,96,2.4,I would not recommend this course.
13056,407,18,2022-12-25,2023-03-18,9,1.0,"Poorly organized, I expected better."
13057,40,4,2024-09-06,2025-01-20,5,2.1,I didn't learn anything new from this course.
13058,385,3,2023-11-06,2024-04-09,75,2.4,I didn't learn anything new from this course.
13059,342,16,2023-09-09,2024-01-12,24,2.4,"Not worth the time, very disappointing."
13060,246,24,2023-07-07,2023-11-27,19,2.4,I didn't learn anything new from this course.
13061,102,4,2023-11-25,2024-05-11,13,3.4,Average course with some useful content.
13062,177,7,2023-10-14,2023-12-25,86,4.2,Very informative and well structured.
13063,88,14,2023-06-28,2023-11-24,55,2.1,I would not recommend this course.
13064,163,11,2023-04-29,2023-09-08,12,3.1,It was a decent experience overall.
13065,489,17,2023-09-27,2024-02-16,68,1.1,"Not worth the time, very disappointing."
13066,396,6,2023-07-18,2023-11-22,67,3.2,The course met my expectations.
